Logical quotient rating,hackathons,coding skills rating,public speaking points,self-learning capability?,Extra-courses did,certifications,reading and writing skills,memory capability score,Interested subjects,interested career area ,Type of company want to settle in?,Taken inputs from seniors or elders,Management or Technical,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role
3,3,8,2,no,yes,r programming,excellent,medium,networks,cloud computing,SAaS services,no,Management,smart worker,no,yes,UX Designer
8,4,7,5,no,no,shell programming,poor,poor,Computer Architecture,Business process analyst,Product based,yes,Management,hard worker,yes,no,UX Designer
8,3,2,7,yes,yes,python,poor,poor,data engineering,testing,Finance,yes,Management,hard worker,yes,no,UX Designer
8,2,5,2,yes,yes,distro making,excellent,medium,parallel computing,Business process analyst,Sales and Marketing,no,Management,smart worker,no,yes,UX Designer
9,4,8,9,no,yes,hadoop,poor,excellent,Software Engineering,Business process analyst,Product based,yes,Technical,smart worker,yes,no,UX Designer
1,2,5,2,yes,no,shell programming,excellent,excellent,hacking,Business process analyst,Testing and Maintainance Services,no,Management,smart worker,no,yes,UX Designer
4,5,4,9,yes,no,information security,poor,poor,networks,system developer,Testing and Maintainance Services,yes,Management,hard worker,no,no,UX Designer
1,0,6,6,no,yes,full stack,poor,medium,Management,testing,Web Services,yes,Technical,smart worker,no,yes,UX Designer
5,1,4,4,no,no,full stack,excellent,poor,data engineering,system developer,Product based,no,Management,hard worker,yes,no,UX Designer
4,6,6,7,no,yes,machine learning,medium,poor,cloud computing domain,system developer,Finance,no,Management,smart worker,no,yes,UX Designer
7,3,7,3,no,no,hadoop,excellent,medium,Management,cloud computing,Service Based,no,Management,hard worker,no,no,UX Designer
7,5,4,8,no,yes,python,poor,medium,IOT,developer,Sales and Marketing,yes,Management,hard worker,yes,no,UX Designer
3,1,3,9,yes,no,shell programming,medium,excellent,Computer Architecture,cloud computing,Sales and Marketing,yes,Management,smart worker,yes,yes,UX Designer
8,1,4,2,no,no,full stack,excellent,excellent,data engineering,Business process analyst,Sales and Marketing,yes,Management,hard worker,no,no,UX Designer
5,0,6,9,no,no,shell programming,poor,medium,Computer Architecture,security,product development,yes,Technical,hard worker,yes,no,UX Designer
1,6,5,3,no,no,python,poor,excellent,data engineering,testing,Web Services,no,Management,smart worker,no,no,UX Designer
8,2,5,4,yes,no,r programming,excellent,poor,Management,security,Sales and Marketing,yes,Technical,smart worker,yes,no,UX Designer
1,4,6,9,yes,yes,machine learning,medium,poor,Software Engineering,Business process analyst,BPA,no,Management,smart worker,yes,yes,UX Designer
2,2,1,7,no,no,machine learning,excellent,excellent,Computer Architecture,system developer,product development,no,Technical,smart worker,no,no,UX Designer
3,6,6,7,yes,no,hadoop,medium,excellent,hacking,testing,Finance,no,Management,smart worker,no,yes,UX Designer
3,0,4,1,yes,yes,python,excellent,excellent,cloud computing domain,developer,product development,no,Technical,smart worker,no,no,UX Designer
1,3,6,5,yes,no,app development,medium,excellent,Computer Architecture,testing,Web Services,no,Technical,smart worker,yes,no,UX Designer
2,0,2,4,yes,yes,shell programming,excellent,medium,IOT,cloud computing,Web Services,no,Management,smart worker,no,no,UX Designer
2,1,1,9,no,yes,hadoop,excellent,medium,IOT,testing,Sales and Marketing,yes,Technical,smart worker,yes,yes,UX Designer
1,5,2,9,yes,yes,r programming,excellent,medium,programming,testing,product development,yes,Technical,hard worker,yes,yes,UX Designer
3,2,3,8,no,yes,python,excellent,excellent,networks,security,product development,yes,Technical,hard worker,yes,no,UX Designer
1,0,5,1,no,yes,python,excellent,medium,programming,Business process analyst,Service Based,yes,Technical,hard worker,no,no,UX Designer
9,4,6,4,yes,yes,full stack,poor,poor,Management,system developer,Web Services,yes,Management,hard worker,no,no,UX Designer
9,1,9,7,no,no,app development,excellent,poor,cloud computing domain,testing,Cloud Services,no,Technical,smart worker,no,no,UX Designer
6,4,9,3,no,no,full stack,poor,excellent,networks,system developer,SAaS services,no,Management,hard worker,yes,no,UX Designer
2,6,1,7,no,yes,python,medium,excellent,cloud computing domain,system developer,Web Services,no,Technical,smart worker,yes,no,UX Designer
9,4,8,3,no,no,machine learning,poor,excellent,Software Engineering,security,Product based,no,Technical,smart worker,yes,yes,UX Designer
7,0,4,8,no,yes,python,excellent,medium,programming,cloud computing,product development,no,Technical,smart worker,yes,no,UX Designer
1,5,2,8,yes,no,r programming,excellent,excellent,Computer Architecture,security,Sales and Marketing,no,Technical,smart worker,no,yes,UX Designer
2,2,2,9,yes,yes,hadoop,poor,medium,cloud computing domain,testing,Sales and Marketing,yes,Management,smart worker,no,yes,UX Designer
7,3,2,5,no,yes,app development,medium,poor,Computer Architecture,cloud computing,Product based,yes,Management,smart worker,no,yes,UX Designer
4,3,3,3,yes,no,full stack,medium,poor,programming,Business process analyst,Cloud Services,yes,Technical,smart worker,yes,no,UX Designer
7,6,3,4,yes,yes,app development,excellent,excellent,Management,developer,BPA,yes,Management,smart worker,yes,no,UX Designer
5,2,1,3,no,no,machine learning,excellent,poor,IOT,developer,Testing and Maintainance Services,yes,Technical,smart worker,yes,no,UX Designer
1,5,2,8,yes,yes,app development,poor,medium,programming,cloud computing,Service Based,yes,Technical,smart worker,yes,yes,UX Designer
3,0,5,8,yes,no,information security,excellent,poor,Software Engineering,developer,Testing and Maintainance Services,no,Technical,smart worker,yes,yes,UX Designer
4,3,6,2,yes,yes,python,medium,excellent,Computer Architecture,security,Service Based,no,Management,smart worker,no,yes,UX Designer
7,3,8,3,no,no,app development,excellent,medium,IOT,testing,Service Based,yes,Technical,smart worker,yes,no,UX Designer
7,3,8,5,yes,no,python,medium,excellent,Software Engineering,security,BPA,no,Technical,hard worker,no,no,UX Designer
5,0,4,2,no,yes,full stack,poor,poor,Computer Architecture,developer,Web Services,yes,Management,hard worker,yes,no,UX Designer
3,1,6,3,yes,no,shell programming,excellent,poor,IOT,system developer,SAaS services,no,Management,smart worker,yes,no,UX Designer
3,0,4,5,no,no,app development,poor,medium,programming,developer,SAaS services,no,Technical,hard worker,yes,yes,UX Designer
8,3,3,5,no,no,python,excellent,medium,hacking,testing,product development,yes,Management,smart worker,no,yes,UX Designer
9,0,1,9,yes,yes,machine learning,medium,excellent,IOT,Business process analyst,BPA,no,Technical,hard worker,no,yes,UX Designer
9,2,7,1,yes,no,app development,medium,medium,Management,security,product development,yes,Technical,smart worker,no,yes,UX Designer
9,3,5,1,no,yes,shell programming,medium,medium,programming,testing,Cloud Services,yes,Management,hard worker,no,no,UX Designer
8,0,7,4,yes,yes,full stack,excellent,excellent,cloud computing domain,security,Web Services,yes,Technical,smart worker,yes,no,UX Designer
9,6,1,7,no,yes,shell programming,excellent,medium,hacking,security,Web Services,yes,Technical,smart worker,yes,no,UX Designer
7,4,1,2,yes,yes,machine learning,excellent,excellent,cloud computing domain,security,product development,no,Management,hard worker,no,no,UX Designer
6,4,7,9,no,yes,machine learning,excellent,medium,programming,testing,Cloud Services,yes,Technical,smart worker,no,yes,UX Designer
7,6,5,8,yes,yes,information security,medium,excellent,networks,testing,Testing and Maintainance Services,no,Technical,hard worker,no,no,Web Developer
7,5,5,4,no,yes,app development,medium,medium,IOT,developer,Sales and Marketing,yes,Technical,hard worker,yes,yes,Web Developer
3,1,2,6,no,no,app development,excellent,poor,networks,Business process analyst,Cloud Services,no,Management,smart worker,yes,yes,Web Developer
7,1,3,5,yes,no,python,poor,poor,hacking,cloud computing,Product based,no,Management,hard worker,yes,yes,Web Developer
4,5,5,2,yes,yes,hadoop,poor,medium,IOT,security,BPA,no,Management,smart worker,yes,yes,Web Developer
4,0,3,1,no,no,shell programming,excellent,medium,cloud computing domain,system developer,Cloud Services,no,Management,hard worker,no,no,Web Developer
5,2,5,4,no,no,information security,medium,excellent,hacking,system developer,Product based,yes,Technical,smart worker,no,yes,Web Developer
7,3,9,7,no,no,app development,excellent,poor,data engineering,Business process analyst,Web Services,no,Management,hard worker,no,no,Web Developer
8,1,4,2,yes,no,information security,medium,medium,cloud computing domain,Business process analyst,Finance,yes,Management,smart worker,yes,yes,Web Developer
4,5,8,3,no,yes,machine learning,medium,poor,IOT,testing,BPA,yes,Management,hard worker,yes,no,Web Developer
4,1,9,6,yes,yes,information security,excellent,poor,data engineering,security,Finance,no,Technical,hard worker,no,no,Web Developer
6,2,7,7,no,yes,app development,medium,excellent,Computer Architecture,cloud computing,Web Services,yes,Technical,smart worker,no,yes,Web Developer
8,3,9,5,no,no,full stack,medium,poor,data engineering,Business process analyst,Cloud Services,no,Technical,hard worker,no,no,Web Developer
9,6,6,6,yes,no,distro making,poor,medium,Computer Architecture,system developer,BPA,yes,Management,smart worker,yes,yes,Web Developer
7,4,9,1,no,no,python,poor,excellent,data engineering,security,Web Services,yes,Management,smart worker,no,yes,Web Developer
2,5,5,9,no,yes,r programming,medium,excellent,parallel computing,cloud computing,SAaS services,no,Management,smart worker,no,no,Web Developer
6,2,1,7,yes,no,information security,medium,medium,Computer Architecture,Business process analyst,Sales and Marketing,yes,Technical,hard worker,yes,no,Web Developer
8,3,4,4,no,no,information security,medium,poor,IOT,Business process analyst,Finance,yes,Management,hard worker,no,no,Web Developer
4,4,1,8,no,yes,machine learning,poor,medium,Software Engineering,system developer,Testing and Maintainance Services,yes,Technical,hard worker,no,no,Web Developer
5,1,3,1,no,no,machine learning,excellent,poor,Software Engineering,security,Product based,no,Technical,smart worker,no,yes,Web Developer
6,5,8,9,no,no,machine learning,excellent,excellent,Software Engineering,system developer,SAaS services,no,Technical,hard worker,yes,yes,Web Developer
7,6,9,1,yes,no,distro making,medium,medium,IOT,Business process analyst,Cloud Services,yes,Technical,hard worker,no,yes,Web Developer
8,5,2,2,no,no,hadoop,poor,medium,data engineering,Business process analyst,SAaS services,no,Technical,hard worker,no,yes,Web Developer
6,6,5,3,yes,no,full stack,poor,medium,Computer Architecture,Business process analyst,Testing and Maintainance Services,no,Management,smart worker,yes,no,Web Developer
2,6,5,8,yes,no,shell programming,poor,excellent,programming,cloud computing,Product based,no,Technical,smart worker,no,no,Web Developer
2,4,8,2,yes,no,app development,medium,excellent,hacking,system developer,Service Based,yes,Technical,hard worker,yes,yes,Web Developer
9,0,9,2,yes,yes,shell programming,poor,medium,Software Engineering,cloud computing,Testing and Maintainance Services,yes,Technical,hard worker,no,yes,Web Developer
8,6,9,7,no,no,hadoop,poor,excellent,Software Engineering,security,Testing and Maintainance Services,yes,Technical,smart worker,no,yes,Web Developer
6,0,6,5,no,no,full stack,poor,medium,parallel computing,Business process analyst,BPA,yes,Technical,smart worker,yes,no,Web Developer
5,0,1,6,no,no,full stack,poor,excellent,Management,developer,product development,yes,Technical,smart worker,yes,yes,Web Developer
6,2,6,1,yes,yes,information security,excellent,poor,IOT,testing,SAaS services,yes,Management,hard worker,yes,yes,Web Developer
4,5,2,3,yes,yes,machine learning,excellent,medium,IOT,cloud computing,Web Services,yes,Management,hard worker,yes,yes,Web Developer
6,3,6,5,yes,no,information security,medium,excellent,programming,testing,Sales and Marketing,no,Management,smart worker,yes,no,Web Developer
3,3,2,4,yes,yes,information security,excellent,medium,networks,testing,BPA,no,Technical,hard worker,no,no,Web Developer
5,1,3,9,no,yes,r programming,medium,medium,data engineering,cloud computing,BPA,yes,Management,smart worker,no,no,Web Developer
3,0,7,7,no,yes,app development,medium,excellent,parallel computing,Business process analyst,Product based,yes,Management,hard worker,yes,yes,Web Developer
1,4,9,3,no,yes,information security,excellent,excellent,programming,cloud computing,Cloud Services,yes,Management,smart worker,no,yes,Web Developer
4,6,8,8,no,no,r programming,medium,excellent,Software Engineering,cloud computing,Testing and Maintainance Services,no,Management,hard worker,no,yes,Web Developer
2,0,4,8,no,yes,full stack,excellent,medium,cloud computing domain,security,Finance,no,Technical,hard worker,yes,yes,Web Developer
3,2,7,4,no,no,full stack,medium,medium,cloud computing domain,system developer,Testing and Maintainance Services,yes,Management,hard worker,no,no,Web Developer
8,1,2,8,no,yes,full stack,excellent,medium,Computer Architecture,Business process analyst,Testing and Maintainance Services,no,Management,hard worker,no,yes,Web Developer
6,0,6,9,yes,yes,python,poor,medium,hacking,system developer,Testing and Maintainance Services,no,Technical,smart worker,yes,no,Web Developer
8,5,4,2,yes,yes,distro making,medium,medium,IOT,cloud computing,BPA,yes,Technical,hard worker,yes,yes,Web Developer
9,0,2,9,no,no,full stack,medium,poor,Management,system developer,Cloud Services,yes,Technical,smart worker,yes,yes,Web Developer
5,2,1,7,no,no,shell programming,excellent,poor,networks,testing,SAaS services,no,Management,smart worker,no,yes,Web Developer
7,0,1,6,no,no,r programming,medium,poor,Software Engineering,developer,Testing and Maintainance Services,no,Management,hard worker,no,no,Web Developer
5,1,3,1,no,yes,r programming,poor,medium,cloud computing domain,developer,Cloud Services,yes,Technical,smart worker,yes,no,Web Developer
2,1,6,6,yes,yes,distro making,medium,poor,hacking,developer,Web Services,no,Technical,hard worker,yes,no,Web Developer
4,1,9,3,no,yes,full stack,poor,poor,programming,security,Product based,no,Technical,smart worker,no,yes,Web Developer
1,4,2,1,no,yes,app development,medium,poor,programming,system developer,BPA,yes,Management,hard worker,no,no,Web Developer
4,2,4,1,yes,no,app development,excellent,medium,hacking,testing,Cloud Services,yes,Technical,smart worker,yes,yes,Web Developer
8,4,3,8,yes,yes,r programming,medium,excellent,hacking,system developer,Finance,yes,Management,smart worker,no,no,Web Developer
7,6,3,1,no,yes,r programming,poor,poor,programming,system developer,Cloud Services,no,Technical,hard worker,yes,yes,Web Developer
7,3,6,5,no,yes,full stack,medium,poor,programming,system developer,BPA,yes,Management,smart worker,yes,yes,Web Developer
4,6,9,8,yes,yes,r programming,poor,medium,Software Engineering,system developer,Cloud Services,yes,Management,hard worker,yes,yes,Web Developer
1,0,3,8,yes,no,python,medium,poor,Management,Business process analyst,SAaS services,yes,Management,smart worker,yes,yes,Web Developer
3,0,6,3,yes,no,hadoop,excellent,medium,parallel computing,testing,product development,no,Technical,smart worker,no,no,Web Developer
8,1,3,8,yes,no,full stack,poor,medium,networks,system developer,SAaS services,yes,Management,smart worker,no,no,Web Developer
2,1,8,1,yes,no,distro making,excellent,medium,data engineering,Business process analyst,Service Based,no,Management,smart worker,no,no,Web Developer
8,3,3,5,yes,no,shell programming,poor,medium,data engineering,cloud computing,Finance,yes,Management,hard worker,yes,no,Web Developer
6,0,3,7,yes,no,machine learning,poor,excellent,parallel computing,developer,product development,no,Technical,smart worker,yes,no,Web Developer
3,1,3,9,no,no,app development,medium,poor,programming,testing,Cloud Services,no,Management,smart worker,yes,no,Web Developer
1,1,6,4,yes,yes,information security,excellent,medium,data engineering,system developer,SAaS services,yes,Management,smart worker,yes,yes,Web Developer
8,5,3,6,no,yes,hadoop,medium,excellent,data engineering,cloud computing,Product based,yes,Technical,hard worker,yes,yes,Web Developer
5,4,8,6,yes,yes,hadoop,excellent,medium,Management,cloud computing,product development,no,Management,smart worker,no,no,Web Developer
6,1,5,2,yes,no,distro making,poor,poor,hacking,cloud computing,Finance,no,Technical,smart worker,yes,yes,Web Developer
1,3,5,1,yes,yes,shell programming,medium,medium,Software Engineering,testing,product development,yes,Management,hard worker,yes,yes,Web Developer
1,2,1,8,yes,yes,shell programming,medium,excellent,data engineering,security,Testing and Maintainance Services,no,Technical,smart worker,no,no,Web Developer
2,0,5,8,yes,yes,python,poor,medium,Computer Architecture,Business process analyst,product development,no,Management,hard worker,yes,no,Web Developer
3,5,4,3,no,yes,r programming,excellent,poor,networks,system developer,Testing and Maintainance Services,no,Technical,smart worker,no,yes,Web Developer
3,3,2,3,no,yes,python,poor,medium,Software Engineering,security,BPA,yes,Management,smart worker,yes,no,Web Developer
9,6,3,3,yes,yes,information security,medium,excellent,hacking,security,Service Based,no,Management,smart worker,yes,no,Web Developer
6,5,1,7,no,yes,full stack,poor,excellent,hacking,developer,Finance,no,Management,smart worker,yes,no,Web Developer
5,5,2,8,yes,yes,shell programming,poor,excellent,Computer Architecture,cloud computing,Product based,no,Technical,hard worker,yes,yes,Web Developer
6,4,8,3,no,yes,distro making,medium,poor,programming,testing,BPA,no,Management,smart worker,no,yes,Web Developer
4,2,7,2,no,no,distro making,excellent,excellent,hacking,system developer,Testing and Maintainance Services,yes,Management,smart worker,yes,yes,Web Developer
3,4,1,8,no,no,full stack,medium,medium,cloud computing domain,developer,BPA,yes,Technical,smart worker,yes,yes,Web Developer
3,1,5,6,yes,yes,distro making,excellent,poor,Software Engineering,system developer,Finance,yes,Technical,smart worker,no,no,Web Developer
4,1,9,4,yes,yes,distro making,medium,poor,Management,testing,Product based,no,Management,smart worker,no,no,Web Developer
9,2,2,1,yes,yes,python,poor,poor,IOT,Business process analyst,Cloud Services,no,Technical,hard worker,yes,yes,Web Developer
8,5,1,8,no,yes,distro making,poor,poor,cloud computing domain,security,SAaS services,yes,Management,smart worker,yes,no,Web Developer
8,3,1,1,yes,yes,distro making,excellent,medium,parallel computing,developer,Testing and Maintainance Services,yes,Management,hard worker,yes,no,Web Developer
8,6,8,1,no,yes,python,poor,excellent,Software Engineering,testing,Service Based,yes,Technical,smart worker,yes,yes,Web Developer
2,5,4,1,no,yes,hadoop,poor,excellent,hacking,security,Service Based,yes,Technical,hard worker,yes,no,Web Developer
9,0,6,9,no,yes,hadoop,excellent,medium,parallel computing,Business process analyst,Finance,no,Technical,hard worker,yes,no,Web Developer
3,2,6,6,yes,no,full stack,excellent,poor,parallel computing,cloud computing,Cloud Services,no,Technical,hard worker,yes,yes,Web Developer
1,6,1,9,no,no,app development,poor,excellent,Computer Architecture,testing,BPA,yes,Technical,smart worker,yes,yes,Web Developer
7,4,2,9,yes,no,information security,poor,medium,Management,developer,SAaS services,yes,Management,smart worker,no,yes,Web Developer
5,5,4,2,no,yes,shell programming,medium,excellent,programming,testing,Product based,yes,Technical,hard worker,no,yes,Web Developer
4,3,1,2,yes,yes,machine learning,medium,poor,networks,developer,SAaS services,no,Technical,smart worker,yes,yes,Web Developer
7,3,8,9,yes,no,app development,poor,excellent,Software Engineering,developer,Service Based,no,Management,smart worker,no,no,Web Developer
4,5,8,8,no,no,r programming,poor,poor,parallel computing,system developer,BPA,no,Technical,hard worker,yes,no,Web Developer
8,5,6,9,no,yes,app development,medium,poor,Software Engineering,testing,BPA,no,Management,hard worker,yes,yes,Web Developer
8,0,3,5,yes,yes,information security,medium,excellent,parallel computing,testing,Service Based,yes,Technical,hard worker,no,no,Web Developer
4,4,1,5,no,yes,distro making,poor,poor,data engineering,testing,Sales and Marketing,no,Management,smart worker,yes,no,Web Developer
9,2,8,8,no,no,hadoop,poor,poor,programming,security,Web Services,no,Technical,hard worker,yes,no,Web Developer
6,5,5,5,yes,no,r programming,medium,poor,hacking,security,Product based,yes,Management,smart worker,yes,yes,Web Developer
7,3,4,8,no,no,r programming,poor,poor,Management,Business process analyst,product development,yes,Management,hard worker,no,no,Web Developer
3,6,5,6,yes,no,python,poor,poor,hacking,security,SAaS services,no,Technical,smart worker,yes,yes,Web Developer
9,0,4,7,no,no,full stack,excellent,poor,programming,system developer,Finance,yes,Technical,smart worker,no,no,Web Developer
1,0,5,5,yes,no,machine learning,excellent,excellent,Software Engineering,developer,Web Services,no,Technical,smart worker,yes,yes,Web Developer
5,0,2,3,yes,no,information security,medium,poor,IOT,system developer,SAaS services,yes,Management,smart worker,yes,no,Web Developer
3,6,2,6,no,yes,information security,poor,excellent,IOT,developer,Product based,yes,Management,smart worker,no,yes,Web Developer
9,3,7,2,yes,yes,full stack,medium,poor,cloud computing domain,developer,product development,yes,Management,hard worker,no,no,Web Developer
7,3,2,7,yes,no,machine learning,poor,poor,Software Engineering,Business process analyst,Product based,no,Management,smart worker,yes,no,Web Developer
3,1,1,4,no,yes,app development,excellent,excellent,data engineering,Business process analyst,BPA,yes,Technical,smart worker,no,yes,Web Developer
6,2,6,5,no,yes,app development,excellent,excellent,parallel computing,testing,Testing and Maintainance Services,yes,Management,smart worker,no,yes,Web Developer
3,0,1,4,yes,no,information security,medium,poor,parallel computing,system developer,SAaS services,yes,Technical,smart worker,no,yes,Web Developer
4,2,6,5,yes,no,machine learning,medium,medium,Management,security,Service Based,yes,Technical,smart worker,yes,yes,Web Developer
5,1,3,1,no,yes,distro making,medium,medium,networks,Business process analyst,BPA,yes,Management,smart worker,no,yes,Web Developer
8,0,5,4,yes,yes,shell programming,poor,poor,Management,security,SAaS services,no,Management,hard worker,yes,no,Web Developer
3,0,4,7,yes,yes,hadoop,excellent,poor,Management,testing,SAaS services,no,Technical,smart worker,yes,yes,Web Developer
2,1,1,1,yes,no,shell programming,medium,medium,networks,testing,Finance,no,Technical,smart worker,yes,no,Web Developer
1,3,9,1,yes,yes,machine learning,medium,poor,networks,developer,BPA,yes,Management,hard worker,no,yes,Web Developer
1,0,6,4,no,yes,full stack,poor,excellent,Computer Architecture,cloud computing,Testing and Maintainance Services,no,Technical,hard worker,no,no,Web Developer
3,2,4,8,yes,no,full stack,excellent,poor,parallel computing,developer,Product based,yes,Management,smart worker,no,no,Web Developer
2,0,6,2,yes,yes,information security,medium,poor,Software Engineering,security,Finance,no,Management,smart worker,yes,no,Web Developer
8,6,4,6,no,yes,machine learning,poor,medium,cloud computing domain,system developer,product development,yes,Management,smart worker,yes,no,Web Developer
1,0,9,7,no,no,distro making,excellent,excellent,Computer Architecture,system developer,SAaS services,yes,Technical,smart worker,no,yes,Web Developer
3,2,6,5,yes,no,hadoop,excellent,medium,parallel computing,developer,Web Services,yes,Management,smart worker,yes,yes,Web Developer
7,5,9,4,no,yes,python,excellent,poor,programming,developer,Product based,no,Technical,smart worker,yes,yes,Web Developer
8,0,1,5,no,no,python,poor,poor,programming,developer,SAaS services,yes,Technical,smart worker,no,no,Web Developer
7,3,7,4,yes,yes,hadoop,poor,poor,networks,cloud computing,Product based,no,Management,hard worker,no,yes,Web Developer
9,6,6,6,yes,yes,full stack,poor,excellent,hacking,system developer,Finance,no,Technical,hard worker,yes,yes,Web Developer
1,6,6,3,no,yes,hadoop,medium,medium,IOT,testing,Sales and Marketing,no,Management,smart worker,no,yes,Web Developer
1,1,7,1,yes,no,machine learning,poor,medium,networks,developer,Product based,no,Management,hard worker,no,no,Web Developer
2,0,8,5,yes,yes,app development,excellent,medium,parallel computing,cloud computing,Service Based,no,Management,hard worker,yes,no,Web Developer
7,2,3,2,yes,no,shell programming,poor,excellent,Management,testing,Web Services,yes,Management,hard worker,yes,no,Web Developer
7,1,8,3,yes,no,full stack,poor,excellent,hacking,testing,Testing and Maintainance Services,no,Technical,hard worker,yes,yes,Web Developer
9,3,2,5,no,no,information security,excellent,poor,hacking,developer,Web Services,no,Management,hard worker,yes,yes,Web Developer
4,3,5,3,yes,no,shell programming,medium,excellent,programming,security,Sales and Marketing,no,Technical,smart worker,no,yes,Web Developer
6,5,6,5,yes,yes,r programming,excellent,poor,cloud computing domain,cloud computing,Web Services,yes,Management,hard worker,no,no,Web Developer
4,2,8,9,no,yes,information security,poor,poor,parallel computing,cloud computing,Web Services,no,Technical,smart worker,yes,yes,Web Developer
4,1,1,4,no,yes,information security,excellent,poor,programming,security,BPA,yes,Technical,smart worker,no,yes,Web Developer
2,1,5,2,yes,no,information security,poor,medium,Software Engineering,developer,Web Services,yes,Management,hard worker,no,yes,Web Developer
1,0,8,8,yes,yes,r programming,excellent,poor,cloud computing domain,testing,product development,yes,Management,hard worker,no,no,Web Developer
1,3,8,4,no,no,distro making,medium,medium,Software Engineering,security,SAaS services,yes,Management,hard worker,no,no,Web Developer
6,2,3,6,no,no,shell programming,poor,excellent,hacking,cloud computing,Product based,yes,Technical,hard worker,no,no,Web Developer
6,4,7,2,no,yes,machine learning,poor,excellent,networks,cloud computing,Service Based,yes,Management,smart worker,yes,no,Web Developer
6,4,7,1,no,yes,hadoop,medium,excellent,parallel computing,system developer,Cloud Services,yes,Technical,smart worker,yes,no,Web Developer
4,0,5,9,yes,yes,distro making,poor,medium,Management,system developer,Web Services,no,Management,hard worker,no,yes,Web Developer
4,5,7,8,no,yes,shell programming,medium,medium,data engineering,security,Finance,no,Technical,hard worker,yes,no,Web Developer
9,0,2,5,no,yes,r programming,poor,excellent,cloud computing domain,testing,Product based,yes,Management,hard worker,no,no,Web Developer
1,2,1,4,no,no,r programming,poor,medium,Management,developer,Product based,no,Technical,smart worker,no,no,Web Developer
9,1,6,6,yes,yes,app development,poor,poor,cloud computing domain,system developer,Testing and Maintainance Services,yes,Management,hard worker,yes,no,Web Developer
8,1,8,1,no,no,information security,poor,medium,Computer Architecture,developer,Product based,yes,Management,hard worker,yes,yes,Web Developer
1,6,6,3,yes,yes,app development,excellent,poor,Management,testing,Finance,yes,Management,hard worker,no,no,Web Developer
3,5,3,4,yes,no,machine learning,excellent,excellent,networks,cloud computing,Cloud Services,no,Technical,hard worker,yes,yes,Web Developer
2,5,4,1,yes,no,machine learning,medium,excellent,Computer Architecture,Business process analyst,Finance,no,Management,smart worker,yes,no,Web Developer
2,6,5,6,yes,no,shell programming,poor,poor,parallel computing,developer,BPA,no,Management,smart worker,yes,yes,Web Developer
1,1,4,6,yes,yes,distro making,excellent,excellent,Management,security,product development,yes,Technical,hard worker,no,yes,Web Developer
3,6,8,9,yes,no,hadoop,excellent,excellent,networks,Business process analyst,Web Services,yes,Technical,hard worker,no,no,Web Developer
4,0,3,4,yes,yes,r programming,poor,excellent,hacking,Business process analyst,Finance,no,Technical,smart worker,no,no,Web Developer
3,4,8,5,yes,no,r programming,excellent,poor,parallel computing,system developer,BPA,no,Technical,smart worker,yes,yes,Web Developer
5,2,7,6,no,no,python,medium,excellent,Management,Business process analyst,Sales and Marketing,no,Technical,smart worker,yes,yes,Web Developer
9,6,4,2,yes,no,python,medium,excellent,Management,Business process analyst,SAaS services,yes,Management,hard worker,no,yes,Web Developer
4,5,6,6,yes,yes,machine learning,medium,excellent,IOT,cloud computing,product development,no,Technical,hard worker,yes,yes,Web Developer
8,0,6,6,yes,no,machine learning,poor,poor,parallel computing,cloud computing,Product based,yes,Management,hard worker,yes,no,Web Developer
7,1,7,3,no,yes,machine learning,poor,medium,Computer Architecture,Business process analyst,Web Services,no,Technical,smart worker,no,no,Web Developer
2,6,1,8,no,no,information security,poor,excellent,data engineering,cloud computing,Sales and Marketing,no,Management,smart worker,no,yes,Web Developer
9,3,4,3,yes,no,app development,medium,excellent,networks,Business process analyst,Sales and Marketing,yes,Technical,hard worker,yes,no,Web Developer
2,5,3,3,no,no,shell programming,excellent,excellent,parallel computing,system developer,BPA,no,Management,smart worker,yes,no,Web Developer
1,3,5,3,no,no,information security,poor,excellent,data engineering,testing,Product based,no,Technical,smart worker,yes,yes,Web Developer
2,4,5,6,yes,no,distro making,poor,medium,data engineering,developer,Sales and Marketing,yes,Management,hard worker,no,no,Web Developer
3,1,7,7,no,no,app development,excellent,medium,IOT,developer,Product based,no,Management,smart worker,no,yes,Web Developer
2,0,1,2,no,yes,r programming,excellent,excellent,programming,security,Cloud Services,no,Management,smart worker,yes,yes,Web Developer
9,5,1,7,yes,no,machine learning,excellent,poor,networks,system developer,Cloud Services,yes,Management,hard worker,yes,no,Web Developer
8,1,5,8,no,yes,information security,excellent,excellent,data engineering,cloud computing,Testing and Maintainance Services,yes,Technical,smart worker,no,no,Web Developer
6,4,3,9,yes,yes,full stack,excellent,poor,Computer Architecture,system developer,Product based,yes,Management,hard worker,yes,yes,Web Developer
6,1,2,1,yes,no,machine learning,poor,poor,Management,cloud computing,Service Based,no,Management,smart worker,no,no,Web Developer
4,0,8,3,no,yes,distro making,poor,poor,Software Engineering,developer,Finance,yes,Technical,smart worker,yes,yes,Web Developer
2,4,2,2,yes,no,machine learning,medium,medium,cloud computing domain,testing,SAaS services,no,Management,hard worker,no,no,Web Developer
1,3,5,5,yes,no,machine learning,medium,excellent,parallel computing,developer,BPA,no,Management,hard worker,no,no,Web Developer
